"date","actor1","actor2","alliance"
1991-01-01,"YAR","SUD",0
1991-01-01,"YPR","SUD",0
1980-01-01,"EGY","IRQ",0
1959-01-01,"SYR","IRQ",0
1991-01-01,"YAR","IRQ",0
1991-01-01,"YPR","IRQ",0
1959-01-01,"SYR","EGY",0
1980-01-01,"SYR","EGY",0
1980-01-01,"LEB","EGY",0
1980-01-01,"JOR","EGY",0
1980-01-01,"SAU","EGY",0
1980-01-01,"YAR","EGY",0
1991-01-01,"YAR","EGY",0
1980-01-01,"YPR","EGY",0
1991-01-01,"YPR","EGY",0
1980-01-01,"KUW","EGY",0
1980-01-01,"QAT","EGY",0
1980-01-01,"UAE","EGY",0
1959-01-01,"LEB","SYR",0
1959-01-01,"JOR","SYR",0
1959-01-01,"SAU","SYR",0
1959-01-01,"YAR","SYR",0
1991-01-01,"YAR","SYR",0
1991-01-01,"YPR","SYR",0
1959-01-01,"UAE","SYR",0
1991-01-01,"YAR","LEB",0
1991-01-01,"YPR","LEB",0
1991-01-01,"YAR","JOR",0
1991-01-01,"YPR","JOR",0
1991-01-01,"YAR","SAU",0
1991-01-01,"YPR","SAU",0
1991-01-01,"YPR","YAR",0
1991-01-01,"KUW","YAR",0
1991-01-01,"QAT","YAR",0
1991-01-01,"UAE","YAR",0
1991-01-01,"KUW","YPR",0
1991-01-01,"QAT","YPR",0
1991-01-01,"UAE","YPR",0
1987-01-01,"NEW","USA",0
1987-01-01,"NEW","AUL",0
1965-01-01,"GRC","YUG",0
1955-01-01,"GRC","YUG",0
1965-01-01,"TUR","YUG",0
1955-01-01,"TUR","YUG",0
1965-01-01,"TUR","GRC",0
1955-01-01,"TUR","GRC",0
1970-01-01,"LIB","UKG",0
1981-01-01,"TAW","USA",0
1960-01-01,"IRQ","UKG",0
1990-01-01,"POL","GDR",0
1957-01-01,"HUN","GDR",0
1990-01-01,"CZE","GDR",0
1969-01-01,"ALB","GDR",0
1990-01-01,"BUL","GDR",0
1990-01-01,"ROM","GDR",0
1990-01-01,"RUS","GDR",0
1957-01-01,"HUN","POL",0
1969-01-01,"ALB","POL",0
1957-01-01,"CZE","HUN",0
1957-01-01,"ALB","HUN",0
1957-01-01,"BUL","HUN",0
1957-01-01,"ROM","HUN",0
1957-01-01,"RUS","HUN",0
1969-01-01,"ALB","CZE",0
1969-01-01,"BUL","ALB",0
1969-01-01,"ROM","ALB",0
1969-01-01,"RUS","ALB",0
1962-01-01,"SYR","EGY",0
1962-01-01,"JOR","EGY",0
1962-01-01,"JOR","SYR",0
1957-01-01,"SAU","EGY",0
1963-01-01,"SAU","EGY",0
1963-01-01,"YAR","EGY",0
1963-01-01,"YAR","SAU",0
1975-01-01,"LIB","TUN",0
1972-01-01,"MAL","UKG",0
1977-01-01,"CEN","FRN",0
1979-01-01,"CHA","FRN",0
1979-01-01,"CON","FRN",0
1977-01-01,"CHA","CEN",0
1977-01-01,"CON","CEN",0
1979-01-01,"CON","CHA",0
1975-01-01,"TUR","GRC",0
1964-01-01,"GHA","GUI",0
1996-01-01,"PRK","RUS",0
1965-01-01,"CEN","SEN",0
1965-01-01,"CHA","SEN",0
1965-01-01,"CON","SEN",0
1965-01-01,"RWA","SEN",0
1965-01-01,"CHA","CEN",0
1965-01-01,"CON","CEN",0
1965-01-01,"RWA","CEN",0
1965-01-01,"CON","CHA",0
1965-01-01,"RWA","CHA",0
1965-01-01,"RWA","CON",0
1968-01-01,"YAR","EGY",0
1970-01-01,"HON","GUA",0
1970-01-01,"SAL","GUA",0
1970-01-01,"NIC","GUA",0
1970-01-01,"COS","GUA",0
1970-01-01,"PAN","GUA",0
1970-01-01,"SAL","HON",0
1970-01-01,"NIC","HON",0
1970-01-01,"COS","HON",0
1970-01-01,"PAN","HON",0
1970-01-01,"NIC","SAL",0
1970-01-01,"COS","SAL",0
1970-01-01,"PAN","SAL",0
1970-01-01,"COS","NIC",0
1970-01-01,"PAN","NIC",0
1970-01-01,"PAN","COS",0
1995-01-01,"RWA","DRC",0
1968-01-01,"SYR","EGY",0
1990-01-01,"HUN","GDR",0
1980-01-01,"JOR","IRQ",0
1969-01-01,"CHA","CEN",0
1969-01-01,"CON","CEN",0
1969-01-01,"CON","CHA",0
1980-01-01,"SUD","UGA",0
1985-01-01,"LIB","ALG",0
1990-01-01,"EGY","SUD",0
1981-01-01,"SYR","LIB",0
1987-01-01,"LIB","ETH",0
1987-01-01,"YPR","ETH",0
1987-01-01,"YPR","LIB",0
2002-01-01,"ANG","CON",0
2002-01-01,"ZIM","CON",0
2002-01-01,"ZIM","ANG",0
